FID,OBJECTID,Join_Count,TARGET_FID,SEQNUM,X,Y,CFCA_ID,SiteName,Hydroclass,EcoHydro_T,Wetland_Ty,Urban_Dens,SusceptGW,Stressed,Hydro_alt,Acres,Class,SFxZsuArea,SFxZsuAr_1,SFxZusArea,SFxZusAr_1,Lake_,Name,Row,Column_,Ranking,ZsuP_L1,ZusP_L1,ZsuR_L1,ZusR_L1,ZsuP_L3,ZusP_L3,ZsuR_L3,ZusR_L3,X_SP,Y_SP
531,532,1,532,130527.000000000000000,1513191.691000000100000,10145042.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,337.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029690,0.3680760,0.0001893,0.2989050,528900.0000000,1316330.0000000
532,533,1,533,130528.000000000000000,1514441.689000000000000,10145042.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.424917999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,337.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029344,0.3759710,0.0001883,0.3039490,530150.0000000,1316330.0000000
533,534,1,534,130529.000000000000000,1515691.686000000000000,10145042.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,16.974910000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,337.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028353,0.3985140,0.0001854,0.3182860,531401.0000000,1316330.0000000
534,535,0,535,130530.000000000000000,1516941.683999999900000,10145042.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,0.000947000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0002356,0.0024336,0.0000068,0.0011770,0.0027885,0.4091460,0.0001839,0.3250200,532651.0000000,1316330.0000000
535,536,0,536,130909.000000000000000,1505691.706000000000000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,8.085103000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000952,0.0008154,0.0000007,0.0000000,0.0032656,0.2983190,0.0001961,0.2535150,521397.0000000,1315080.0000000
536,537,1,537,130910.000000000000000,1506941.703999999900000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,34.788018999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032971,0.2904480,0.0001966,0.2482700,522648.0000000,1315080.0000000
537,538,1,538,130911.000000000000000,1508191.700999999900000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032432,0.3038360,0.0001957,0.2571730,523898.0000000,1315080.0000000
538,539,1,539,130912.000000000000000,1509441.699000000000000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031875,0.3172750,0.0001946,0.2660270,525149.0000000,1315080.0000000
539,540,1,540,130913.000000000000000,1510691.696000000000000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031310,0.3306560,0.0001934,0.2747700,526399.0000000,1315080.0000000
540,541,1,541,130914.000000000000000,1511941.693999999900000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030742,0.3438910,0.0001920,0.2833540,527650.0000000,1315080.0000000
541,542,1,542,130915.000000000000000,1513191.691000000100000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029801,0.3655450,0.0001896,0.2972840,528900.0000000,1315080.0000000
542,543,1,543,130916.000000000000000,1514441.689000000000000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029590,0.3703670,0.0001890,0.3003700,530150.0000000,1315080.0000000
543,544,1,544,130917.000000000000000,1515691.686000000000000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028526,0.3945690,0.0001859,0.3157830,531401.0000000,1315080.0000000
544,545,1,545,130918.000000000000000,1516941.683999999900000,10143792.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,12.117858999999999,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,338.000000000000000,162.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0027869,0.4094930,0.0001839,0.3252400,532651.0000000,1315080.0000000
545,546,1,546,131297.000000000000000,1505691.706000000000000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,27.151381000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032714,0.2968740,0.0001962,0.2525540,521397.0000000,1313830.0000000
546,547,1,547,131298.000000000000000,1506941.703999999900000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032969,0.2905040,0.0001966,0.2483080,522648.0000000,1313830.0000000
547,548,1,548,131299.000000000000000,1508191.700999999900000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032472,0.3028520,0.0001958,0.2565220,523898.0000000,1313830.0000000
548,549,1,549,131300.000000000000000,1509441.699000000000000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031913,0.3163680,0.0001947,0.2654320,525149.0000000,1313830.0000000
549,550,1,550,131301.000000000000000,1510691.696000000000000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031344,0.3298630,0.0001934,0.2742540,526399.0000000,1313830.0000000
550,551,1,551,131302.000000000000000,1511941.693999999900000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030771,0.3432280,0.0001921,0.2829250,527650.0000000,1313830.0000000
551,552,1,552,131303.000000000000000,1513191.691000000100000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030129,0.3580210,0.0001904,0.2924590,528900.0000000,1313830.0000000
552,553,1,553,131304.000000000000000,1514441.689000000000000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029625,0.3695600,0.0001891,0.2998540,530150.0000000,1313830.0000000
553,554,1,554,131305.000000000000000,1515691.686000000000000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028515,0.3948320,0.0001859,0.3159500,531401.0000000,1313830.0000000
554,555,1,555,131306.000000000000000,1516941.683999999900000,10142542.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,24.383565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,339.000000000000000,162.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0027856,0.4098030,0.0001838,0.3254360,532651.0000000,1313830.0000000
555,556,0,556,131684.000000000000000,1504441.709000000000000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,0.566963000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0006022,0.0071305,0.0000235,0.0079394,0.0033402,0.2793970,0.0001972,0.2408520,520147.0000000,1312580.0000000
556,557,1,557,131685.000000000000000,1505691.706000000000000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.373285000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032795,0.2948580,0.0001963,0.2512130,521397.0000000,1312580.0000000
557,558,1,558,131686.000000000000000,1506941.703999999900000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032684,0.2976230,0.0001961,0.2530530,522648.0000000,1312580.0000000
558,559,1,559,131687.000000000000000,1508191.700999999900000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032464,0.3030450,0.0001958,0.2566500,523898.0000000,1312580.0000000
559,560,1,560,131688.000000000000000,1509441.699000000000000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031877,0.3172290,0.0001946,0.2659970,525149.0000000,1312580.0000000
560,561,1,561,131689.000000000000000,1510691.696000000000000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031290,0.3311350,0.0001933,0.2750810,526399.0000000,1312580.0000000
561,562,1,562,131690.000000000000000,1511941.693999999900000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030710,0.3446440,0.0001919,0.2838410,527650.0000000,1312580.0000000
562,563,1,563,131691.000000000000000,1513191.691000000100000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030142,0.3577210,0.0001905,0.2922660,528900.0000000,1312580.0000000
563,564,1,564,131692.000000000000000,1514441.689000000000000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029555,0.3711700,0.0001889,0.3008830,530150.0000000,1312580.0000000
564,565,1,565,131693.000000000000000,1515691.686000000000000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028711,0.3903710,0.0001864,0.3131180,531401.0000000,1312580.0000000
565,566,1,566,131694.000000000000000,1516941.683999999900000,10141292.050000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,27.730129999999999,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,340.000000000000000,162.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0027846,0.4100280,0.0001838,0.3255780,532651.0000000,1312580.0000000
566,567,0,567,132072.000000000000000,1504441.709000000000000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,1.670657000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001125,0.0010095,0.0000015,0.0000000,0.0033550,0.2755140,0.0001974,0.2382300,520147.0000000,1311330.0000000
567,568,1,568,132073.000000000000000,1505691.706000000000000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032899,0.2922620,0.0001965,0.2494820,521397.0000000,1311330.0000000
568,569,1,569,132074.000000000000000,1506941.703999999900000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032399,0.3046320,0.0001956,0.2577000,522648.0000000,1311330.0000000
569,570,1,570,132075.000000000000000,1508191.700999999900000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032370,0.3053400,0.0001956,0.2581680,523898.0000000,1311330.0000000
570,571,1,571,132076.000000000000000,1509441.699000000000000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031775,0.3196670,0.0001944,0.2675950,525149.0000000,1311330.0000000
571,572,1,572,132077.000000000000000,1510691.696000000000000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031177,0.3337670,0.0001931,0.2767930,526399.0000000,1311330.0000000
572,573,1,573,132078.000000000000000,1511941.693999999900000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030585,0.3475320,0.0001916,0.2857060,527650.0000000,1311330.0000000
573,574,1,574,132079.000000000000000,1513191.691000000100000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030003,0.3609110,0.0001901,0.2943140,528900.0000000,1311330.0000000
574,575,1,575,132080.000000000000000,1514441.689000000000000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029377,0.3752260,0.0001884,0.3034740,530150.0000000,1311330.0000000
575,576,1,576,132081.000000000000000,1515691.686000000000000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028796,0.3884380,0.0001867,0.3118890,531401.0000000,1311330.0000000
576,577,1,577,132082.000000000000000,1516941.683999999900000,10140042.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,26.748431000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,341.000000000000000,162.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028002,0.4064860,0.0001843,0.3233370,532651.0000000,1311330.0000000
577,578,0,578,132441.000000000000000,1480691.756000000100000,10138792.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,13.994674000000000,Class 1,0.000148483486422,0.001941341215400,0.037905415450100,1.071226284600000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0003211,0.0034664,0.0000106,0.0027086,0.0029392,0.0690552,0.0001387,0.0765453,496389.0000000,1310080.0000000
578,579,0,579,132442.000000000000000,1481941.754000000000000,10138792.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,2.493357000000000,Class 1,0.000002593091353,0.000363007859490,0.000000000000000,0.207130863074000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001028,0.0009002,0.0000010,0.0000000,0.0030558,0.0759258,0.0001456,0.0830731,497639.0000000,1310080.0000000
579,580,0,580,132460.000000000000000,1504441.709000000000000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,6.226838000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001094,0.0009745,0.0000013,0.0000000,0.0034002,0.2632850,0.0001979,0.2299120,520147.0000000,1310080.0000000
580,581,1,581,132461.000000000000000,1505691.706000000000000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.843448000000002,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0033023,0.2891370,0.0001967,0.2473940,521397.0000000,1310080.0000000
581,582,1,582,132462.000000000000000,1506941.703999999900000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032380,0.3051030,0.0001956,0.2580120,522648.0000000,1310080.0000000
582,583,1,583,132463.000000000000000,1508191.700999999900000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032270,0.3077650,0.0001954,0.2597700,523898.0000000,1310080.0000000
583,584,1,584,132464.000000000000000,1509441.699000000000000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031665,0.3222850,0.0001941,0.2693090,525149.0000000,1310080.0000000
584,585,1,585,132465.000000000000000,1510691.696000000000000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031055,0.3366200,0.0001928,0.2786460,526399.0000000,1310080.0000000
585,586,1,586,132466.000000000000000,1511941.693999999900000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030447,0.3507130,0.0001913,0.2877570,527650.0000000,1310080.0000000
586,587,1,587,132467.000000000000000,1513191.691000000100000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029847,0.3644860,0.0001897,0.2966060,528900.0000000,1310080.0000000
587,588,1,588,132468.000000000000000,1514441.689000000000000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029258,0.3779340,0.0001880,0.3052020,530150.0000000,1310080.0000000
